P46527,a,All alpha proteins,a.288,UraD-like,a.288.1,UraD-Like,a.288.1.1,UraD-like,5.86
P21860,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.5,L domain,99.56
P21860,g,Small proteins,g.3,Knottins (small inhibitors, toxins, lectins),g.3.9,Growth factor receptor domain,g.3.9.1,Growth factor receptor domain,97.23
P21860,g,Small proteins,g.3,Knottins (small inhibitors, toxins, lectins),g.3.9,Growth factor receptor domain,g.3.9.0,automated matches,97.2
P21860,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.6,APH phosphotransferases,96.65
P10914,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.5,"Winged helix" DNA-binding domain,a.4.5.0,automated matches,100
P10914,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.5,"Winged helix" DNA-binding domain,a.4.5.21,ets domain,52.36
P10914,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.5,"Winged helix" DNA-binding domain,a.4.5.14,Forkhead DNA-binding domain,7.11
P10914,d,Alpha and beta proteins (a+b),d.187,Photosystem I subunit PsaD,d.187.1,Photosystem I subunit PsaD,d.187.1.1,Photosystem I subunit PsaD,2.86
P10914,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.5,"Winged helix" DNA-binding domain,a.4.5.74,STY4665 C-terminal domain-like,2.36
P10914,a,All alpha proteins,a.155,H-NS histone-like proteins,a.155.1,H-NS histone-like proteins,a.155.1.1,H-NS histone-like proteins,2.03
Q92793,a,All alpha proteins,a.29,Bromodomain-like,a.29.2,Bromodomain,a.29.2.1,Bromodomain,98.99
Q92793,a,All alpha proteins,a.153,Nuclear receptor coactivator interlocking domain,a.153.1,Nuclear receptor coactivator interlocking domain,a.153.1.1,Nuclear receptor coactivator interlocking domain,98.97
Q92793,a,All alpha proteins,a.29,Bromodomain-like,a.29.2,Bromodomain,a.29.2.0,automated matches,98.97
Q92793,g,Small proteins,g.44,RING/U-box,g.44.1,RING/U-box,g.44.1.6,ZZ domain,97.31
Q92793,g,Small proteins,g.50,FYVE/PHD zinc finger,g.50.1,FYVE/PHD zinc finger,g.50.1.0,automated matches,86.49
Q92793,g,Small proteins,g.50,FYVE/PHD zinc finger,g.50.1,FYVE/PHD zinc finger,g.50.1.2,PHD domain,85.94
Q92793,g,Small proteins,g.41,Rubredoxin-like,g.41.3,Zinc beta-ribbon,g.41.3.1,Transcriptional factor domain,41.6
Q92793,a,All alpha proteins,a.5,RuvA C-terminal domain-like,a.5.4,Elongation factor TFIIS domain 2,a.5.4.1,Elongation factor TFIIS domain 2,34.45
Q92793,g,Small proteins,g.50,FYVE/PHD zinc finger,g.50.1,FYVE/PHD zinc finger,g.50.1.3,variant PHD-like domain,26.12
Q92793,c,Alpha and beta proteins (a/b),c.14,ClpP/crotonase,c.14.1,ClpP/crotonase,c.14.1.4,Biotin dependent carboxylase carboxyltransferase domain,25.79
Q92793,g,Small proteins,g.50,FYVE/PHD zinc finger,g.50.2,CW-type zinc finger,g.50.2.1,CW-type zinc finger,23.38
Q92793,d,Alpha and beta proteins (a+b),d.108,Acyl-CoA N-acyltransferases (Nat),d.108.1,Acyl-CoA N-acyltransferases (Nat),d.108.1.4,FemXAB nonribosomal peptidyltransferases,22.24
Q92793,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.5,"Winged helix" DNA-binding domain,a.4.5.82,PF0610-like,21.31
P63098,a,All alpha proteins,a.39,EF Hand-like,a.39.1,EF-hand,a.39.1.0,automated matches,99.72
P63098,a,All alpha proteins,a.39,EF Hand-like,a.39.1,EF-hand,a.39.1.5,Calmodulin-like,99.62
P63098,a,All alpha proteins,a.39,EF Hand-like,a.39.1,EF-hand,a.39.1.4,Parvalbumin,98.75
P63098,a,All alpha proteins,a.39,EF Hand-like,a.39.1,EF-hand,a.39.1.7,EF-hand modules in multidomain proteins,98.15
P63098,a,All alpha proteins,a.39,EF Hand-like,a.39.1,EF-hand,a.39.1.1,Calbindin D9K,97.44
Q01628,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.40,Photosystem II reaction center protein X, PsbX,f.23.40.1,PsbX-like,8.41
Q01628,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.8,TPR-like,a.118.8.1,Tetratricopeptide repeat (TPR),6.24
Q01628,a,All alpha proteins,a.7,Spectrin repeat-like,a.7.2,Enzyme IIa from lactose specific PTS, IIa-lac,a.7.2.0,automated matches,5.24
Q01628,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.8,TPR-like,a.118.8.0,automated matches,4.23
Q01628,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.28,Preprotein translocase SecE subunit,f.23.28.1,Preprotein translocase SecE subunit,3.8
Q01628,a,All alpha proteins,a.7,Spectrin repeat-like,a.7.16,MIT domain-like,a.7.16.1,MIT domain,3.7
P01033,b,All beta proteins,b.40,OB-fold,b.40.3,TIMP-like,b.40.3.0,automated matches,99.75
P01033,b,All beta proteins,b.40,OB-fold,b.40.3,TIMP-like,b.40.3.1,Tissue inhibitor of metalloproteinases, TIMP,99.73
P01033,b,All beta proteins,b.40,OB-fold,b.40.3,TIMP-like,b.40.3.3,Netrin-like domain (NTR/C345C module),99.57
P01033,d,Alpha and beta proteins (a+b),d.230,Dodecin subunit-like,d.230.6,YdgH-like,d.230.6.1,YdgH-like,15.37
P01033,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.43,ATP1G1/PLM/MAT8-like (FXYD-like),f.23.43.1,ATP1G1/PLM/MAT8-like (FXYD-like),9.35
P01033,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.36,Photosystem II reaction center protein K, PsbK,f.23.36.1,PsbK-like,8.93
P01033,b,All beta proteins,b.128,Hypothetical protein YojF,b.128.1,Hypothetical protein YojF,b.128.1.1,Hypothetical protein YojF,4.99
P01033,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.26,PetG subunit of the cytochrome b6f complex,f.23.26.1,PetG subunit of the cytochrome b6f complex,2.77
Q9H3M7,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.18,E set domains,b.1.18.11,Arrestin/Vps26-like,99.02
Q9H3M7,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.18,E set domains,b.1.18.0,automated matches,98.81
Q9H3M7,b,All beta proteins,b.71,Glycosyl hydrolase domain,b.71.1,Glycosyl hydrolase domain,b.71.1.0,automated matches,20
Q9H3M7,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.5,Transglutaminase, two C-terminal domains,b.1.5.1,Transglutaminase, two C-terminal domains,19.81
Q9H3M7,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.29,Macroglobulin,b.1.29.3,Complement C3 MG2-like,17.38
Q9H3M7,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.29,Macroglobulin,b.1.29.8,Complement C3 MG7-like,10.59
Q9H3M7,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.29,Macroglobulin,b.1.29.5,Complement C3 MG4-like,8.98
Q9H3M7,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.18,E set domains,b.1.18.23,SVA-like,4.29
Q9UKL3,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.1,Homeodomain-like,a.4.1.3,Myb/SANT domain,96.74
Q9UKL3,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.1,Homeodomain-like,a.4.1.0,automated matches,96.15
Q9UKL3,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.1,Homeodomain-like,a.4.1.4,DNA-binding domain of telomeric protein,95.95
Q9UKL3,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.1,Homeodomain-like,a.4.1.1,Homeodomain,95.16
Q9UKL3,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.1,Homeodomain-like,a.4.1.11,GARP response regulators,81.19
Q9UKL3,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.1,Homeodomain-like,a.4.1.13,SLIDE domain,33.3
Q9UKL3,a,All alpha proteins,a.38,HLH-like,a.38.1,HLH, helix-loop-helix DNA-binding domain,a.38.1.1,HLH, helix-loop-helix DNA-binding domain,22.98
P55210,a,All alpha proteins,a.140,LEM/SAP HeH motif,a.140.1,LEM domain,a.140.1.1,LEM domain,17.49
P55210,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.58,CRISPR associated protein Cas2-like,d.58.58.1,CRISPR associated protein Cas2-like,13.54
P55210,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.18,ACT-like,d.58.18.2,Allosteric threonine deaminase C-terminal domain,5.63
P55210,e,Multi-domain proteins (alpha and beta),e.52,NAD kinase/diacylglycerol kinase-like,e.52.1,NAD kinase/diacylglycerol kinase-like,e.52.1.2,Diacylglycerol kinase-like,5.13
P55210,a,All alpha proteins,a.26,4-helical cytokines,a.26.1,4-helical cytokines,a.26.1.2,Short-chain cytokines,4.59
P55210,a,All alpha proteins,a.40,CH domain-like,a.40.2,X-Prolyl dipeptidyl aminopeptidase PepX, N-terminal domain,a.40.2.1,X-Prolyl dipeptidyl aminopeptidase PepX, N-terminal domain,4.28
P55210,e,Multi-domain proteins (alpha and beta),e.39,YebC-like,e.39.1,YebC-like,e.39.1.1,YebC-like,3.63
P55210,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.18,ACT-like,d.58.18.13,NIL domain-like,3.5
Q14201,d,Alpha and beta proteins (a+b),d.15,beta-Grasp (ubiquitin-like),d.15.1,Ubiquitin-like,d.15.1.5,Ras-binding domain, RBD,10.54
Q14201,a,All alpha proteins,a.5,RuvA C-terminal domain-like,a.5.4,Elongation factor TFIIS domain 2,a.5.4.1,Elongation factor TFIIS domain 2,8.43
Q14201,d,Alpha and beta proteins (a+b),d.52,Alpha-lytic protease prodomain-like,d.52.1,Alpha-lytic protease prodomain,d.52.1.1,Alpha-lytic protease prodomain,5.82
Q14201,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.1,Immunoglobulin,b.1.1.4,I set domains,5.49
Q14201,d,Alpha and beta proteins (a+b),d.15,beta-Grasp (ubiquitin-like),d.15.1,Ubiquitin-like,d.15.1.0,automated matches,5.1
Q14201,a,All alpha proteins,a.1,Globin-like,a.1.1,Globin-like,a.1.1.2,Globins,5.06
Q14201,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.12,TrpR-like,a.4.12.2,Chromosomal replication initiation factor DnaA C-terminal domain IV,4.68
Q53GD3,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.1,4Fe-4S ferredoxins,d.58.1.1,Short-chain ferredoxins,6.29
Q53GD3,b,All beta proteins,b.34,SH3-like barrel,b.34.13,Chromo domain-like,b.34.13.1,"Histone-like" proteins from archaea,3.34
Q53GD3,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.1,4Fe-4S ferredoxins,d.58.1.2,7-Fe ferredoxin,2.81
Q53GD3,e,Multi-domain proteins (alpha and beta),e.7,Carbohydrate phosphatase,e.7.1,Carbohydrate phosphatase,e.7.1.2,GlpX-like bacterial fructose-1,6-bisphosphatase,1.97
Q53GD3,g,Small proteins,g.3,Knottins (small inhibitors, toxins, lectins),g.3.9,Growth factor receptor domain,g.3.9.1,Growth factor receptor domain,1.64
Q53GD3,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.12,ArsC-like,1.45
O00273,d,Alpha and beta proteins (a+b),d.15,beta-Grasp (ubiquitin-like),d.15.2,CAD & PB1 domains,d.15.2.1,CAD domain,99.92
O00273,d,Alpha and beta proteins (a+b),d.15,beta-Grasp (ubiquitin-like),d.15.2,CAD & PB1 domains,d.15.2.0,automated matches,99.88
O00273,a,All alpha proteins,a.164,C-terminal domain of DFF45/ICAD (DFF-C domain),a.164.1,C-terminal domain of DFF45/ICAD (DFF-C domain),a.164.1.1,C-terminal domain of DFF45/ICAD (DFF-C domain),99.82
P31689,b,All beta proteins,b.4,HSP40/DnaJ peptide-binding domain,b.4.1,HSP40/DnaJ peptide-binding domain,b.4.1.1,HSP40/DnaJ peptide-binding domain,99.25
P31689,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.3,Chaperone J-domain,a.2.3.1,Chaperone J-domain,99.06
P31689,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.3,Chaperone J-domain,a.2.3.0,automated matches,98.92
P31689,g,Small proteins,g.54,DnaJ/Hsp40 cysteine-rich domain,g.54.1,DnaJ/Hsp40 cysteine-rich domain,g.54.1.1,DnaJ/Hsp40 cysteine-rich domain,98.74
P31689,g,Small proteins,g.41,Rubredoxin-like,g.41.18,YfgJ-like,g.41.18.1,YfgJ-like,46.36
P24522,d,Alpha and beta proteins (a+b),d.79,Bacillus chorismate mutase-like,d.79.3,L30e-like,d.79.3.1,L30e/L7ae ribosomal proteins,99.65
P24522,d,Alpha and beta proteins (a+b),d.79,Bacillus chorismate mutase-like,d.79.3,L30e-like,d.79.3.0,automated matches,78.65
P24522,d,Alpha and beta proteins (a+b),d.79,Bacillus chorismate mutase-like,d.79.3,L30e-like,d.79.3.2,ERF1/Dom34 C-terminal domain-like,62.95
Q3LI54,g,Small proteins,g.3,Knottins (small inhibitors, toxins, lectins),g.3.6,omega toxin-like,g.3.6.1,Conotoxin,7.37
Q3LI54,g,Small proteins,g.17,Cystine-knot cytokines,g.17.1,Cystine-knot cytokines,g.17.1.2,Transforming growth factor (TGF)-beta,2.59
Q3LI54,g,Small proteins,g.17,Cystine-knot cytokines,g.17.1,Cystine-knot cytokines,g.17.1.0,automated matches,1.99
Q3LI54,g,Small proteins,g.3,Knottins (small inhibitors, toxins, lectins),g.3.16,Granulin repeat,g.3.16.1,Granulin repeat,1.39
Q3LI54,g,Small proteins,g.74,Sec-C motif,g.74.1,Sec-C motif,g.74.1.1,Sec-C motif,1.38
Q3LI54,g,Small proteins,g.1,Insulin-like,g.1.1,Insulin-like,g.1.1.1,Insulin-like,1.11
Q3LI54,g,Small proteins,g.9,Defensin-like,g.9.1,Defensin-like,g.9.1.1,Defensin,1.02
Q92851,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.4,DEATH effector domain, DED,99.61
Q92851,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.0,automated matches,83.63
Q92851,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.5,Pyrin domain, PYD,81.55
Q92851,a,All alpha proteins,a.194,L27 domain,a.194.1,L27 domain,a.194.1.1,L27 domain,39.07
P35638,a,All alpha proteins,a.38,HLH-like,a.38.1,HLH, helix-loop-helix DNA-binding domain,a.38.1.1,HLH, helix-loop-helix DNA-binding domain,48.14
P35638,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.1,Homeodomain-like,a.4.1.19,Cgl2762-like,37.4
P35638,a,All alpha proteins,a.137,Non-globular all-alpha subunits of globular proteins,a.137.3,Transducin (heterotrimeric G protein), gamma chain,a.137.3.1,Transducin (heterotrimeric G protein), gamma chain,20.29
P02545,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.16,Lamin A/C globular tail domain,b.1.16.1,Lamin A/C globular tail domain,98.65
P02545,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.16,Lamin A/C globular tail domain,b.1.16.0,automated matches,98.27
P02545,b,All beta proteins,b.84,Barrel-sandwich hybrid,b.84.3,Duplicated hybrid motif,b.84.3.2,Peptidoglycan hydrolase LytM,97.31
P02545,b,All beta proteins,b.84,Barrel-sandwich hybrid,b.84.2,Rudiment single hybrid motif,b.84.2.2,Cytochrome f, small domain,94.32
P02545,b,All beta proteins,b.84,Barrel-sandwich hybrid,b.84.3,Duplicated hybrid motif,b.84.3.1,Glucose permease-like,93.98
P02545,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.5,Prefoldin,a.2.5.1,Prefoldin,59.51
P02545,g,Small proteins,g.39,Glucocorticoid receptor-like (DNA-binding domain),g.39.1,Glucocorticoid receptor-like (DNA-binding domain),g.39.1.9,Hypothetical zinc finger protein YacG,46.17
P02545,g,Small proteins,g.41,Rubredoxin-like,g.41.3,Zinc beta-ribbon,g.41.3.5,PhnA zinc-binding domain,31.98
P02545,g,Small proteins,g.41,Rubredoxin-like,g.41.8,Zn-binding ribosomal proteins,g.41.8.8,Ribosomal protein S27a,29.93
P02545,d,Alpha and beta proteins (a+b),d.215,Smc hinge domain,d.215.1,Smc hinge domain,d.215.1.1,Smc hinge domain,28.84
P02545,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.11,RNA polymerase subunit RPB10,a.4.11.1,RNA polymerase subunit RPB10,28.48
P02545,g,Small proteins,g.41,Rubredoxin-like,g.41.3,Zinc beta-ribbon,g.41.3.1,Transcriptional factor domain,26.93
P02545,g,Small proteins,g.41,Rubredoxin-like,g.41.2,Microbial and mitochondrial ADK, insert "zinc finger" domain,g.41.2.0,automated matches,21.96
P02545,g,Small proteins,g.59,Zinc-binding domain of translation initiation factor 2 beta,g.59.1,Zinc-binding domain of translation initiation factor 2 beta,g.59.1.1,Zinc-binding domain of translation initiation factor 2 beta,21.77
P16070,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.43,ATP1G1/PLM/MAT8-like (FXYD-like),f.23.43.1,ATP1G1/PLM/MAT8-like (FXYD-like),45.54
P16070,d,Alpha and beta proteins (a+b),d.169,C-type lectin-like,d.169.1,C-type lectin-like,d.169.1.1,C-type lectin domain,26.53
P16070,f,Membrane and cell surface proteins and peptides,f.31,Photosystem I reaction center subunit XI, PsaL,f.31.1,Photosystem I reaction center subunit XI, PsaL,f.31.1.1,Photosystem I reaction center subunit XI, PsaL,20.95
P16070,d,Alpha and beta proteins (a+b),d.169,C-type lectin-like,d.169.1,C-type lectin-like,d.169.1.0,automated matches,16.27
Q01718,f,Membrane and cell surface proteins and peptides,f.13,Class A G protein-coupled receptor (GPCR)-like,f.13.1,Class A G protein-coupled receptor (GPCR)-like,f.13.1.3,Amine receptor-like,99.94
Q01718,d,Alpha and beta proteins (a+b),d.79,Bacillus chorismate mutase-like,d.79.3,L30e-like,d.79.3.1,L30e/L7ae ribosomal proteins,8.92
Q01718,a,All alpha proteins,a.43,Ribbon-helix-helix,a.43.1,Ribbon-helix-helix,a.43.1.0,automated matches,2.88
Q01718,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.28,Preprotein translocase SecE subunit,f.23.28.1,Preprotein translocase SecE subunit,2.23
Q01718,d,Alpha and beta proteins (a+b),d.82,N domain of copper amine oxidase-like,d.82.3,Hypothetical protein c14orf129, hspc210,d.82.3.1,Hypothetical protein c14orf129, hspc210,1.72
Q01718,f,Membrane and cell surface proteins and peptides,f.17,Transmembrane helix hairpin,f.17.2,Cytochrome c oxidase subunit II-like, transmembrane region,f.17.2.1,Cytochrome c oxidase subunit II-like, transmembrane region,1.37
Q01718,b,All beta proteins,b.121,Nucleoplasmin-like/VP (viral coat and capsid proteins),b.121.4,Positive stranded ssRNA viruses,b.121.4.5,Bromoviridae-like VP,1.26
Q01718,f,Membrane and cell surface proteins and peptides,f.13,Class A G protein-coupled receptor (GPCR)-like,f.13.1,Class A G protein-coupled receptor (GPCR)-like,f.13.1.1,Bacteriorhodopsin-like,1.2
P08571,a,All alpha proteins,a.298,Left-handed alpha-alpha superhelix,a.298.1,TAL effector-like,a.298.1.1,TAL (transcription activator-like) effector,99.23
P08571,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.0,automated matches,98.79
P08571,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.7,Ngr ectodomain-like,98.79
P08571,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.1,Internalin LRR domain,98.78
P08571,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.8,Polygalacturonase inhibiting protein PGIP,98.67
P08571,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.1,RNI-like,c.10.1.0,automated matches,98.51
P08571,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.1,RNI-like,c.10.1.1,28-residue LRR,97.2
P08571,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.3,mRNA export factor tap,97.04
Q8IXI1,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.0,automated matches,99.55
Q8IXI1,c,Alpha and beta proteins (a/b),c.37,P-loop containing nucleoside triphosphate hydrolases,c.37.1,P-loop containing nucleoside triphosphate hydrolases,c.37.1.8,G proteins,99.55
Q15121,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.4,DEATH effector domain, DED,100
Q15121,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.5,Pyrin domain, PYD,98.6
Q15121,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.0,automated matches,98.45
Q15121,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.2,DEATH domain, DD,45.4
Q15121,a,All alpha proteins,a.194,L27 domain,a.194.1,L27 domain,a.194.1.1,L27 domain,30.12
Q14956,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.3,PKD domain,b.1.3.1,PKD domain,93.54
Q14956,d,Alpha and beta proteins (a+b),d.21,Diaminopimelate epimerase-like,d.21.1,Diaminopimelate epimerase-like,d.21.1.4,PA0793-like,3.11
Q14956,a,All alpha proteins,a.102,alpha/alpha toroid,a.102.2,Seven-hairpin glycosidases,a.102.2.1,Class I alpha-1;2-mannosidase, catalytic domain,2.4
Q14956,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.5,"Winged helix" DNA-binding domain,a.4.5.14,Forkhead DNA-binding domain,1.92
Q14956,d,Alpha and beta proteins (a+b),d.166,ADP-ribosylation,d.166.1,ADP-ribosylation,d.166.1.1,ADP-ribosylating toxins,1.55
P22570,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.5,FAD/NAD-linked reductases, N-terminal and central domains,98.58
P22570,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.7,GidA-like,98.43
P22570,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.8,HI0933 N-terminal domain-like,98.07
P22570,c,Alpha and beta proteins (a/b),c.4,Nucleotide-binding domain,c.4.1,Nucleotide-binding domain,c.4.1.1,N-terminal domain of adrenodoxin reductase-like,98.04
P22570,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.1,C-terminal domain of adrenodoxin reductase-like,97.12
P22570,c,Alpha and beta proteins (a/b),c.3,FAD/NAD(P)-binding domain,c.3.1,FAD/NAD(P)-binding domain,c.3.1.2,FAD-linked reductases, N-terminal domain,96.95
P22570,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.5,LDH N-terminal domain-like,88.14
P22570,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.0,automated matches,86.16
P22570,c,Alpha and beta proteins (a/b),c.5,MurCD N-terminal domain,c.5.1,MurCD N-terminal domain,c.5.1.1,MurCD N-terminal domain,85.49
P22570,c,Alpha and beta proteins (a/b),c.30,PreATP-grasp domain,c.30.1,PreATP-grasp domain,c.30.1.1,BC N-terminal domain-like,83.2
P22570,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.6,6-phosphogluconate dehydrogenase-like, N-terminal domain,82.11
P22570,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.7,Aminoacid dehydrogenase-like, C-terminal domain,81.01
P22570,c,Alpha and beta proteins (a/b),c.30,PreATP-grasp domain,c.30.1,PreATP-grasp domain,c.30.1.0,automated matches,77.97
P22570,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.4,Formate/glycerate dehydrogenases, NAD-domain,77.22
P22570,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.9,Potassium channel NAD-binding domain,76.32
P22570,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.8,CoA-binding domain,67.3
P22570,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.3,Glyceraldehyde-3-phosphate dehydrogenase-like, N-terminal domain,65.34
P22570,c,Alpha and beta proteins (a/b),c.2,NAD(P)-binding Rossmann-fold domains,c.2.1,NAD(P)-binding Rossmann-fold domains,c.2.1.1,Alcohol dehydrogenase-like, C-terminal domain,48.61
Q8WTP8,c,Alpha and beta proteins (a/b),c.55,Ribonuclease H-like motif,c.55.3,Ribonuclease H-like,c.55.3.5,DnaQ-like 3'-5' exonuclease,99.37
Q8WTP8,c,Alpha and beta proteins (a/b),c.55,Ribonuclease H-like motif,c.55.3,Ribonuclease H-like,c.55.3.0,automated matches,99.22
Q8WTP8,c,Alpha and beta proteins (a/b),c.55,Ribonuclease H-like motif,c.55.3,Ribonuclease H-like,c.55.3.9,CAF1-like ribonuclease,99.18
Q8WTP8,a,All alpha proteins,a.37,A DNA-binding domain in eukaryotic transcription factors,a.37.1,A DNA-binding domain in eukaryotic transcription factors,a.37.1.1,A DNA-binding domain in eukaryotic transcription factors,7.86
P48023,b,All beta proteins,b.22,TNF-like,b.22.1,TNF-like,b.22.1.0,automated matches,99.9
P48023,b,All beta proteins,b.22,TNF-like,b.22.1,TNF-like,b.22.1.1,TNF-like,99.88
P48023,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.25,PetM subunit of the cytochrome b6f complex,f.23.25.1,PetM subunit of the cytochrome b6f complex,23.44
P48023,b,All beta proteins,b.156,Atu1913-like,b.156.1,Atu1913-like,b.156.1.1,Atu1913-like,22.55
P48023,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.19,Subunit XII of photosystem I reaction centre, PsaM,f.23.19.1,Subunit XII of photosystem I reaction centre, PsaM,13.7
